ID;Name;Sex;Age;Country;Sport;Games_Type;Year;Has_Medal;Height_cm;Weight_kg
ATH-00872;Henrik Volkov;Male;39;Bulgaria;Alpine Skiing;Winter;2002;1;186.1;93.3
ATH-00873;Nisha Garcia;Female;16;Iran;Short Track Speed Skating;Winter;1984;0;167.0;81.1
ATH-00874;Vasyl Gonzalez;Male;16;Canada;Triathlon;Summer;1900;0;183.5;71.9
ATH-00875;Sifan Nikitin;Female;24;Denmark;Triathlon;Summer;1896;0;187.4;66.1
ATH-00876;Hasmik Shevchenko;Female;27;Mongolia;Wrestling;Summer;2012;0;192.7;109.0
ATH-00877;Tsend-Ochir Hernandez;Male;26;France;Curling;Winter;1960;0;192.8;83.6
ATH-00878;James Yadav;Male;18;Belgium;Boxing;Summer;1900;1;176.3;72.7
ATH-00879;Valentina Dupont;Female;33;Iran;Weightlifting;Summer;2024;0;166.8;59.1
ATH-00880;Dorothy Kamau;Female;30;Canada;Diving;Summer;1996;0;155.4;53.2
ATH-00881;Justyna Tadesse;Female;20;Sweden;Judo;Summer;1900;0;190.1;60.0
ATH-00882;Tirunesh Wilson;Female;25;Thailand;Judo;Summer;2000;0;183.2;99.7
ATH-00883;Tigran Jones;Male;26;Ethiopia;Diving;Summer;2024;1;164.8;53.1
ATH-00884;Dorothy Dupont;Female;27;Bulgaria;Athletics;Summer;2016;1;178.1;76.9
ATH-00885;Cristina Brown;Female;20;Bulgaria;Triathlon;Summer;1906;0;194.0;72.5
ATH-00886;Hyun-soo Bolt;Male;24;South Africa;Short Track Speed Skating;Winter;1998;0;182.9;59.1
ATH-00887;Elena Yadav;Female;39;Switzerland;Judo;Summer;1896;0;178.1;92.6
ATH-00888;Pedro Chikovani;Male;33;Azerbaijan;Basketball;Summer;2020;0;199.0;110.9
ATH-00889;Bolormaa Adeyemi;Female;27;North Korea;Swimming;Summer;2008;0;176.2;76.7
ATH-00890;Elaine Kovalev;Female;27;Greece;Canoe/Kayak;Summer;1904;0;186.9;89.6
ATH-00891;Luis Njoroge;Male;20;North Korea;Tennis;Summer;2000;1;196.7;68.7
ATH-00892;Luis Kvinikadze;Male;34;Pakistan;Archery;Summer;2020;1;173.3;93.1
ATH-00893;Narantsetseg Rossi;Female;41;Brazil;Alpine Skiing;Winter;1924;1;179.2;66.6
ATH-00894;Mykola Sharma;Male;21;Great Britain;Diving;Summer;1908;0;161.1;54.9
ATH-00895;Lars Kiros;Male;29;Armenia;Skeleton;Winter;2022;0;191.5;95.7
ATH-00896;Simona Martin;Female;34;Ukraine;Rowing;Summer;2012;0;182.1;85.6
ATH-00897;Narantsetseg Mirzayev;Female;31;Germany;Luge;Winter;1984;0;177.8;72.2
ATH-00898;Priya Lopez;Female;40;Ukraine;Biathlon;Winter;2022;0;192.1;93.8
ATH-00899;Anjali Yoon;Female;33;Germany;Gymnastics (Artistic);Summer;1896;0;175.4;42.4
ATH-00900;Simona Kato;Female;36;South Africa;Shooting;Summer;2008;0;179.4;94.8
ATH-00901;Hasmik Ferrari;Female;35;Cuba;Archery;Summer;1920;1;168.5;93.3
ATH-00902;Dmitri Orlov;Male;19;Germany;Football (Soccer);Summer;1906;0;179.6;72.5
ATH-00903;Asha Chikovani;Female;37;Norway;Cross-Country Skiing;Winter;1924;1;173.3;79.6
ATH-00904;Carlos Liu;Male;34;Czech Republic;Basketball;Summer;2020;0;187.7;103.0
ATH-00905;Nigar Lee;Female;21;China;Skeleton;Winter;1952;0;168.2;85.9
ATH-00906;Salome Mirzayev;Female;17;Bulgaria;Volleyball;Summer;1900;0;196.1;93.1
ATH-00907;Sofia Yohannes;Female;18;Malaysia;Alpine Skiing;Winter;1998;0;170.8;97.7
ATH-00908;Kenji Kaminski;Male;34;Egypt;Freestyle Skiing;Winter;2006;1;161.7;63.6
ATH-00909;Donna Yuldashev;Female;32;Spain;Rowing;Summer;1906;1;196.9;94.0
ATH-00910;Justyna Sargsyan;Female;31;Georgia;Freestyle Skiing;Winter;2006;0;167.1;73.7
ATH-00911;Irina Adeyemi;Female;35;Australia;Tennis;Summer;1896;0;175.2;89.9
ATH-00912;Marian Karimov;Male;38;Hungary;Swimming;Summer;2016;1;173.4;79.5
ATH-00913;Lisa Orlov;Female;18;Austria;Wrestling;Summer;1906;0;162.4;109.9
ATH-00914;Paul Bekele;Male;27;Great Britain;Football (Soccer);Summer;1896;0;167.4;70.3
ATH-00915;Robert Esposito;Male;33;Nigeria;Tennis;Summer;2024;0;186.7;81.6
ATH-00916;Jennifer Gantulga;Female;36;Germany;Judo;Summer;1900;0;180.1;67.5
ATH-00917;Karen Smith;Female;40;North Korea;Speed Skating;Winter;1976;0;189.4;86.7
ATH-00918;Cristina Sharma;Female;27;Nigeria;Luge;Winter;1976;1;163.8;99.6
ATH-00919;Sarah Sato;Female;34;Argentina;Archery;Summer;2000;0;162.7;64.1
ATH-00920;Sergei Rossi;Male;16;Japan;Alpine Skiing;Winter;1964;1;187.7;85.6
ATH-00921;Anjali Robert;Female;28;Cuba;Weightlifting;Summer;1912;0;172.4;65.5
ATH-00922;Constantin Haile;Male;32;France;Rowing;Summer;1896;0;190.5;86.8
ATH-00923;Regzedmaa Oliveira;Male;37;Soviet Union;Basketball;Summer;2004;1;181.1;97.7
ATH-00924;Giulia Petrov;Female;40;Romania;Speed Skating;Winter;1994;0;174.2;89.8
ATH-00925;Lasha Johnson;Male;25;Romania;Freestyle Skiing;Winter;1924;0;186.7;70.3
ATH-00926;Jennifer Moore;Female;16;Sweden;Diving;Summer;2020;0;155.7;50.2
ATH-00927;Michael Dupont;Male;33;Denmark;Curling;Winter;1936;1;172.5;104.9
ATH-00928;Sunita Orlov;Female;31;Spain;Short Track Speed Skating;Winter;1928;0;180.0;63.5
ATH-00929;Usain Kovalenko;Male;33;Poland;Shooting;Summer;1996;0;184.3;93.7
ATH-00930;Daniel Dupont;Male;20;Kenya;Rowing;Summer;2004;1;188.8;101.2
ATH-00931;Betty Huseynov;Female;40;Serbia;Swimming;Summer;2008;0;196.6;58.3
ATH-00932;Salome Martirosyan;Female;15;Ukraine;Short Track Speed Skating;Winter;2010;0;178.5;65.5
ATH-00933;Patricia Mammadov;Female;20;Spain;Bobsled;Winter;1994;0;184.2;74.7
ATH-00934;Lisa Bolt;Female;20;New Zealand;Wrestling;Summer;1908;0;191.4;67.0
ATH-00935;Tatiana Dibaba;Female;23;Great Britain;Cycling;Summer;1908;0;192.3;74.3
ATH-00936;Laure Farah;Female;39;Belgium;Archery;Summer;1912;1;173.7;76.9
ATH-00937;Arjun Williams;Male;19;Hungary;Short Track Speed Skating;Winter;1968;0;165.4;68.4
ATH-00938;Sota Anderson;Male;28;Ethiopia;Triathlon;Summer;2000;0;163.7;77.5
ATH-00939;Mykhailo Kuznetsov;Male;37;Turkey;Diving;Summer;1912;1;184.4;49.4
ATH-00940;Fabio Thomas;Male;39;Soviet Union;Biathlon;Winter;2018;0;190.9;83.8
ATH-00941;Razvan Chikovani;Male;19;India;Skeleton;Winter;2022;0;167.4;72.2
ATH-00942;Ramil Mwangi;Male;35;Cuba;Archery;Summer;2020;0;174.3;79.7
ATH-00943;Christine Jackson;Female;18;Norway;Wrestling;Summer;1912;0;194.8;74.7
ATH-00944;Maxime Martin;Male;22;Spain;Rowing;Summer;1900;0;187.3;93.4
ATH-00945;Thomas Miller;Male;34;Bulgaria;Cycling;Summer;1920;0;169.3;82.6
ATH-00946;Jessica Perez;Female;40;New Zealand;Luge;Winter;1984;1;177.7;76.6
ATH-00947;Maxime Zhang;Male;22;Greece;Archery;Summer;1906;0;172.4;66.6
ATH-00948;Florent Bekele;Male;20;Germany;Archery;Summer;2024;1;183.5;74.0
ATH-00949;Hans Fraser-Pryce;Male;17;Germany;Swimming;Summer;1900;0;167.2;91.2
ATH-00950;Simona Li;Female;21;Mongolia;Ice Hockey;Winter;1992;0;199.8;87.5
ATH-00951;Thomas Kuznetsov;Male;31;France;Weightlifting;Summer;1904;0;189.7;105.6
ATH-00952;Walter Li;Male;18;Japan;Volleyball;Summer;1912;0;171.3;102.8
ATH-00953;Hovhannes Sokolov;Male;42;North Korea;Curling;Winter;1972;0;188.1;89.6
ATH-00954;Enkhjargal Kuznetsov;Female;22;Kenya;Wrestling;Summer;1996;0;188.3;126.8
ATH-00955;Svetlana Anderson;Female;23;Croatia;Weightlifting;Summer;2004;1;180.0;76.8
ATH-00956;Sifan Shevchenko;Female;31;China;Boxing;Summer;2000;0;165.9;76.8
ATH-00957;Svetlana Garcia;Female;30;Austria;Shooting;Summer;2020;0;168.0;78.8
ATH-00958;Lela Davaadorj;Female;33;Austria;Canoe/Kayak;Summer;2020;0;197.8;72.6
ATH-00959;Henrik Singh;Male;22;Kenya;Triathlon;Summer;2020;0;168.6;58.6
ATH-00960;Lars Davaadorj;Male;40;Nigeria;Bobsled;Winter;1952;0;197.6;77.9
ATH-00961;George Cherono;Male;16;Romania;Short Track Speed Skating;Winter;1928;1;168.4;65.0
ATH-00962;John Babayev;Male;17;Brazil;Skeleton;Winter;2018;0;189.9;73.0
ATH-00963;Almaz Babayev;Female;35;Portugal;Short Track Speed Skating;Winter;1928;0;158.1;74.0
ATH-00964;Sifan Clark;Female;25;Switzerland;Speed Skating;Winter;1964;0;165.4;91.5
ATH-00965;Franz Smith;Male;40;Azerbaijan;Wrestling;Summer;2012;1;177.3;56.2
ATH-00966;Luca Aliyev;Male;38;Greece;Tennis;Summer;1908;0;182.1;76.6
ATH-00967;Alina Robinson;Female;26;Turkey;Rowing;Summer;1996;0;188.6;80.1
ATH-00968;Luca Jones;Male;24;Pakistan;Cross-Country Skiing;Winter;1988;0;174.6;71.8
ATH-00969;Darya Ivanov;Female;40;Poland;Football (Soccer);Summer;1996;0;168.7;64.2
ATH-00970;Sofia Zhang;Female;18;Cuba;Bobsled;Winter;1928;0;173.8;112.2
ATH-00971;Nizami Jackson;Male;17;Czech Republic;Athletics;Summer;2012;0;183.4;66.6
ATH-00972;Hasmik Thomas;Female;15;Portugal;Short Track Speed Skating;Winter;1952;0;177.4;59.2
ATH-00973;Flaviu Ferreira;Male;32;China;Athletics;Summer;1996;0;189.4;101.4
ATH-00974;Nancy Thomas;Female;38;Italy;Wrestling;Summer;1912;1;175.1;119.8
ATH-00975;Gagik Hakobyan;Male;33;Pakistan;Canoe/Kayak;Summer;2024;0;181.3;76.5
ATH-00976;Elena Dinu;Female;39;Venezuela;Cross-Country Skiing;Winter;1948;1;188.8;81.8
ATH-00977;Patrick Alves;Male;39;Canada;Gymnastics (Artistic);Summer;1908;0;152.5;70.9
ATH-00978;Katarzyna Martin;Female;27;Australia;Diving;Summer;1912;1;171.4;79.7
ATH-00979;Pedro Yoon;Male;27;Denmark;Tennis;Summer;2000;0;174.7;72.8
ATH-00980;Laure Phelps;Female;26;Thailand;Speed Skating;Winter;1988;0;166.4;76.3
ATH-00981;Abebe Hakobyan;Male;27;Germany;Archery;Summer;1900;1;183.3;62.1
ATH-00982;Quentin Ito;Male;15;Singapore;Triathlon;Summer;2012;1;163.3;78.2
ATH-00983;Tigran Kato;Male;26;Brazil;Alpine Skiing;Winter;1936;0;164.2;93.4
ATH-00984;Ilham Alves;Male;37;Belgium;Curling;Winter;2006;0;165.3;80.7
ATH-00985;James Thomas;Male;26;Austria;Athletics;Summer;1906;0;186.7;89.5
ATH-00986;Enkhjargal Schmidt;Female;26;Switzerland;Judo;Summer;2000;1;160.2;98.1
ATH-00987;Matthew Huseynov;Male;27;Jamaica;Ice Hockey;Winter;2002;0;191.5;108.3
ATH-00988;Antoine Kravchenko;Male;29;Soviet Union;Speed Skating;Winter;1960;0;168.1;70.9
ATH-00989;Franz Farah;Male;29;Cuba;Canoe/Kayak;Summer;1904;0;190.6;72.3
ATH-00990;Aysel Thomas;Female;26;North Korea;Gymnastics (Artistic);Summer;2008;0;145.5;71.0
ATH-00991;Franz Silva;Male;29;Singapore;Football (Soccer);Summer;2004;0;186.6;83.1
ATH-00992;Mihai Williams;Male;37;Serbia;Ski Jumping;Winter;2014;0;187.6;69.4
ATH-00993;Kenji Popov;Male;28;India;Volleyball;Summer;1906;0;201.4;85.9
ATH-00994;Yohan Wiśniewski;Male;21;France;Boxing;Summer;1920;0;162.2;77.7
ATH-00995;Daniel Babayev;Male;27;Argentina;Biathlon;Winter;1960;0;173.6;90.6
ATH-00996;Hiroshi Batjargal;Male;21;United States;Skeleton;Winter;1952;0;164.8;64.0
ATH-00997;Daniel Tadesse;Male;26;Kazakhstan;Football (Soccer);Summer;2024;0;164.2;66.2
ATH-00998;Radek Wójcik;Male;30;Sweden;Archery;Summer;2020;0;163.3;86.1
ATH-00999;Quentin Harris;Male;26;Sweden;Canoe/Kayak;Summer;1920;1;176.9;83.4
ATH-01000;Pierre Robinson;Male;30;Japan;Swimming;Summer;2008;0;198.2;56.2
ATH-01001;Mei Wu;Female;33;Brazil;Weightlifting;Summer;2004;0;157.2;93.6
ATH-01002;Adrien Mwangi;Male;19;Argentina;Curling;Winter;1928;0;182.4;96.2
ATH-01003;Darya Popov;Female;37;Norway;Luge;Winter;1980;0;176.6;63.4
ATH-01004;Natalya Haile;Female;36;Australia;Wrestling;Summer;1908;0;161.8;96.2
ATH-01005;Piotr Gebrselassie;Male;19;Malaysia;Freestyle Skiing;Winter;2006;0;166.0;66.9
ATH-01006;Fabio Aliyev;Male;22;Spain;Judo;Summer;2024;0;184.1;67.0
ATH-01007;Svetlana Enkhtaivan;Female;36;Cuba;Triathlon;Summer;1912;0;186.1;80.5
ATH-01008;Sofia Mwangi;Female;27;Canada;Diving;Summer;1920;0;158.8;53.7
ATH-01009;Agnieszka Lochte;Female;41;Hong Kong;Biathlon;Winter;2006;0;172.7;74.5
ATH-01010;Josef Kato;Male;27;Denmark;Football (Soccer);Summer;1906;1;188.4;64.7
ATH-01011;Gabriela Haile;Female;22;Great Britain;Fencing;Summer;1906;1;195.8;87.9
ATH-01012;Mei Kim;Female;26;Cuba;Bobsled;Winter;1932;0;195.3;102.5
ATH-01013;Florent Kvinikadze;Male;28;Portugal;Volleyball;Summer;2020;1;193.1;81.0
ATH-01014;Elnur Patel;Male;41;Great Britain;Rowing;Summer;1908;0;194.5;91.3
ATH-01015;Walter Ivanov;Male;25;Sweden;Judo;Summer;2012;1;183.6;54.4
ATH-01016;Dmitri Cherono;Male;21;Japan;Wrestling;Summer;1996;0;191.5;57.1
ATH-01017;Alina Alves;Female;41;Australia;Diving;Summer;1912;0;161.8;67.7
ATH-01018;Flaviu Alves;Male;22;Bulgaria;Taekwondo;Summer;1912;0;172.7;90.7
ATH-01019;Andrei Hakobyan;Male;40;Argentina;Figure Skating;Winter;2006;0;160.1;48.5
ATH-01020;Leyla Wiśniewski;Female;37;France;Judo;Summer;2012;0;185.9;54.8
ATH-01021;Min-jun Farah;Male;39;Italy;Basketball;Summer;1904;0;178.0;127.5
ATH-01022;Zurab Adeyemi;Male;22;Brazil;Biathlon;Winter;1956;0;164.8;72.7
ATH-01023;Narantsetseg Cherono;Female;35;Nigeria;Alpine Skiing;Winter;1960;1;173.8;62.3
ATH-01024;Karen Hernandez;Female;38;Spain;Skeleton;Winter;2014;1;191.1;89.7
ATH-01025;Claire Kiros;Female;23;Austria;Weightlifting;Summer;1900;0;167.8;107.0
ATH-01026;Rahul Yamamoto;Male;36;Australia;Football (Soccer);Summer;1896;1;193.1;77.1
ATH-01027;Asha Taylor;Female;33;Czech Republic;Curling;Winter;1998;1;167.4;89.1
ATH-01028;Ketevan Huseynov;Female;28;Bulgaria;Swimming;Summer;1996;0;170.0;85.8
ATH-01029;George Thomas;Male;20;Netherlands;Biathlon;Winter;1952;0;171.7;68.5
ATH-01030;Simona Gheorghe;Female;27;Germany;Cycling;Summer;1896;0;183.5;72.8
ATH-01031;Meseret Moore;Female;23;Egypt;Tennis;Summer;1920;0;169.6;78.6
ATH-01032;Paul Enkhtaivan;Male;35;Kenya;Judo;Summer;1996;1;175.2;48.4
ATH-01033;Maxime Bianchi;Male;22;Venezuela;Curling;Winter;1984;0;176.8;101.9
ATH-01034;Siranush Choi;Female;24;North Korea;Canoe/Kayak;Summer;2020;0;182.9;84.1
ATH-01035;Anna Jung;Female;33;India;Canoe/Kayak;Summer;1908;1;164.7;73.1
ATH-01036;Betty Schneider;Female;20;Iran;Shooting;Summer;2004;0;185.1;74.2
ATH-01037;Anjali Santos;Female;30;Egypt;Taekwondo;Summer;2008;1;179.0;88.0
ATH-01038;George Patel;Male;18;Germany;Archery;Summer;2004;1;178.4;78.8
ATH-01039;Nancy Navruzov;Female;34;Malaysia;Athletics;Summer;2000;0;192.8;76.8
ATH-01040;Miho Popov;Female;41;Romania;Speed Skating;Winter;1928;0;177.6;64.8
ATH-01041;Monika Kamau;Female;40;Ukraine;Bobsled;Winter;2018;1;195.8;89.1
ATH-01042;Sifan Rossi;Female;17;Iran;Wrestling;Summer;2008;0;163.7;97.9
ATH-01043;Meseret Mwangi;Female;25;Belgium;Volleyball;Summer;2020;0;190.8;71.1
ATH-01044;Ivan Kuznetsov;Male;15;South Africa;Biathlon;Winter;1980;1;186.5;62.5
ATH-01045;Alina Costa;Female;39;Hungary;Bobsled;Winter;1984;1;198.2;78.7
ATH-01046;Ivan Bernard;Male;37;South Korea;Freestyle Skiing;Winter;1952;0;184.3;82.9
ATH-01047;Jessica Kumar;Female;16;Australia;Volleyball;Summer;1904;0;203.3;84.1
ATH-01048;Jessica Okonkwo;Female;26;Norway;Ski Jumping;Winter;1936;0;178.7;56.1
ATH-01049;Lilit Weber;Female;31;Greece;Biathlon;Winter;1980;0;181.3;92.8
ATH-01050;Adrien Costa;Male;37;Great Britain;Curling;Winter;1994;0;173.7;66.4
ATH-01051;Svetlana Alves;Female;20;Nigeria;Boxing;Summer;2004;0;195.6;80.2
ATH-01052;George Bekele;Male;27;Finland;Swimming;Summer;1912;0;197.0;84.6
ATH-01053;Jennifer Greco;Female;31;Norway;Taekwondo;Summer;1908;1;189.8;77.2
ATH-01054;Karolina Weber;Female;34;Venezuela;Alpine Skiing;Winter;1956;0;174.2;70.7
ATH-01055;Michael Tadesse;Male;17;Switzerland;Volleyball;Summer;2024;1;192.9;102.1
ATH-01056;Hakki Lopez;Male;25;Great Britain;Ski Jumping;Winter;1956;1;167.3;62.9
ATH-01057;Lela Amiranashvili;Female;15;Brazil;Figure Skating;Winter;1932;0;162.4;63.8
ATH-01058;Daniel Bolt;Male;20;Armenia;Archery;Summer;2012;0;182.5;90.3
ATH-01059;Mark Mirzayev;Male;18;Cuba;Freestyle Skiing;Winter;1980;0;182.5;84.3
ATH-01060;Svetlana Hernandez;Female;31;Mexico;Short Track Speed Skating;Winter;1992;0;174.1;73.7
ATH-01061;Yuki Kato;Male;15;Norway;Luge;Winter;1948;1;169.5;98.8
ATH-01062;Michelle Gebrselassie;Female;33;Spain;Rowing;Summer;1900;0;195.9;69.4
ATH-01063;Ondrej Smith;Male;16;Pakistan;Swimming;Summer;2012;0;180.1;89.9
ATH-01064;Giorgi Smith;Male;26;Greece;Triathlon;Summer;1906;0;177.4;69.4
ATH-01065;Denys Gantulga;Male;21;Netherlands;Diving;Summer;2020;0;182.0;50.7
ATH-01066;Dorothy Schneider;Female;28;Jamaica;Ice Hockey;Winter;1952;1;193.7;79.6
ATH-01067;Miho Gheorghe;Female;38;Netherlands;Short Track Speed Skating;Winter;2022;0;183.7;66.5
ATH-01068;Min-jun Hasanov;Male;31;Japan;Speed Skating;Winter;2002;0;182.4;93.4
ATH-01069;Nino Bianchi;Male;26;Mongolia;Ski Jumping;Winter;2002;0;172.2;70.9
ATH-01070;Yuki Greco;Female;34;Netherlands;Boxing;Summer;1904;0;187.9;79.7
ATH-01071;Carol Haile;Female;28;Pakistan;Bobsled;Winter;1964;0;170.1;109.1
ATH-01072;Asha Dubois;Female;17;Nigeria;Cross-Country Skiing;Winter;2014;0;177.8;64.5
ATH-01073;Magnus Ferrari;Male;25;Finland;Boxing;Summer;1920;0;196.5;53.1
ATH-01074;Maria Batjargal;Female;34;New Zealand;Curling;Winter;1928;1;168.1;73.9
ATH-01075;Leyla Mammadov;Female;32;Bulgaria;Gymnastics (Artistic);Summer;1912;0;159.6;70.3
ATH-01076;William Costa;Male;38;United States;Athletics;Summer;1896;0;201.4;107.3
ATH-01077;Ayana Kaminski;Female;33;Kenya;Tennis;Summer;2020;0;177.7;80.7
ATH-01078;Thomas Han;Male;23;Mongolia;Luge;Winter;1976;1;183.0;98.1
ATH-01079;Carlos Costa;Male;34;Hungary;Figure Skating;Winter;1948;1;186.0;51.3
ATH-01080;Magnus Grigoryan;Male;24;Croatia;Taekwondo;Summer;1996;0;174.2;56.9
ATH-01081;Regzedmaa Chen;Male;24;Egypt;Alpine Skiing;Winter;1924;1;183.0;75.8
ATH-01082;Min-jun Gheorghe;Male;30;Pakistan;Skeleton;Winter;1960;0;179.7;92.1
ATH-01083;Radek Hernandez;Male;18;Denmark;Fencing;Summer;1904;0;164.4;68.4
ATH-01084;Valentina Martin;Female;30;Bulgaria;Wrestling;Summer;1908;0;190.3;113.5
ATH-01085;Sabina Navruzov;Female;29;Greece;Rowing;Summer;1912;0;189.6;86.4
ATH-01086;Mykhailo Tediashvili;Male;34;Norway;Weightlifting;Summer;2012;0;157.7;130.5
ATH-01087;Pedro Kato;Male;18;Bulgaria;Luge;Winter;1952;0;187.4;90.9
ATH-01088;Gunther Thomas;Male;42;India;Luge;Winter;2014;0;187.3;82.7
ATH-01089;Deepika Kowalski;Female;23;Belarus;Football (Soccer);Summer;2004;0;170.3;60.5
ATH-01090;Nino Alekseyev;Male;28;Australia;Biathlon;Winter;1952;0;171.9;92.7
ATH-01091;Xia Munkhbat;Female;26;Spain;Curling;Winter;2002;0;187.3;98.7
ATH-01092;Oleksandr Chen;Male;24;Austria;Curling;Winter;2022;0;192.8;95.0
ATH-01093;Maxime Grigoryan;Male;39;Romania;Boxing;Summer;2016;0;182.4;57.0
ATH-01094;Sota Kravchenko;Male;41;France;Rowing;Summer;2016;0;197.1;89.7
ATH-01095;Meseret Mirzayev;Female;21;Hungary;Speed Skating;Winter;1972;0;193.8;58.4
ATH-01096;Flaviu Mirzayev;Male;17;Austria;Rowing;Summer;1900;1;185.5;74.7
ATH-01097;William Robert;Male;25;New Zealand;Boxing;Summer;2020;1;193.9;88.1
ATH-01098;Ivan Ferreira;Male;31;New Zealand;Ice Hockey;Winter;1948;0;171.8;72.3
ATH-01099;Faith Schneider;Female;17;New Zealand;Wrestling;Summer;1912;0;170.8;125.2
ATH-01100;Haile Melnyk;Male;20;Sweden;Gymnastics (Artistic);Summer;2008;0;145.2;72.0
ATH-01101;Robert Kipchoge;Male;34;Bulgaria;Canoe/Kayak;Summer;1900;0;192.0;61.7
ATH-01102;John Dupont;Male;19;Spain;Athletics;Summer;1904;0;192.1;79.9
ATH-01103;Oksana Thomas;Female;28;Soviet Union;Shooting;Summer;2024;0;177.7;89.3
ATH-01104;Bohdan Sanchez;Male;32;Italy;Alpine Skiing;Winter;1976;0;163.6;98.7
ATH-01105;Dmitri Greco;Male;21;Singapore;Figure Skating;Winter;1964;0;170.5;67.8
ATH-01106;Faith Jones;Female;41;Finland;Shooting;Summer;1920;0;176.9;80.5
ATH-01107;Xia Anderson;Female;23;Brazil;Ice Hockey;Winter;1948;0;183.5;77.1
ATH-01108;Betty Enkhtaivan;Female;21;Ukraine;Freestyle Skiing;Winter;2018;0;174.5;76.6
ATH-01109;Linda Karimov;Female;38;Malaysia;Triathlon;Summer;2000;1;169.5;59.8
ATH-01110;Svetlana Park;Female;20;United States;Judo;Summer;1908;0;172.2;70.4
ATH-01111;Svetlana Suzuki;Female;16;Ethiopia;Basketball;Summer;2000;1;202.5;74.2
ATH-01112;Carina Makarov;Female;25;Sweden;Swimming;Summer;1896;0;193.4;63.6
ATH-01113;Mark Kuznetsov;Male;32;Japan;Bobsled;Winter;1952;0;184.9;79.3
ATH-01114;Nesta Bekele;Male;33;Greece;Triathlon;Summer;2012;0;170.8;56.5
ATH-01115;Kenji Shah;Male;19;Croatia;Taekwondo;Summer;2020;1;168.0;52.8
ATH-01116;Anahit Kaminski;Female;40;Romania;Swimming;Summer;2004;0;177.4;64.0
ATH-01117;Regzedmaa Wang;Male;23;Belgium;Fencing;Summer;2012;0;166.7;59.3
ATH-01118;Bolormaa Rossi;Female;38;Jamaica;Volleyball;Summer;2016;0;175.1;83.5
ATH-01119;Linda Martirosyan;Female;38;Bulgaria;Triathlon;Summer;1908;0;172.3;77.9
ATH-01120;Antoine Orlov;Male;38;Kazakhstan;Ice Hockey;Winter;2002;0;183.1;89.1
ATH-01121;Miho Yang;Female;37;Poland;Ski Jumping;Winter;1972;0;172.0;55.9
ATH-01122;Elaine Müller;Female;33;Denmark;Figure Skating;Winter;1960;1;158.9;72.9
ATH-01123;Mykhailo Kwon;Male;19;Colombia;Figure Skating;Winter;2002;0;155.3;72.8
ATH-01124;Svetlana Anderson;Female;16;Romania;Luge;Winter;1992;0;184.7;68.3
ATH-01125;Svetlana Meyer;Female;25;Belarus;Wrestling;Summer;2008;0;181.5;119.4
ATH-01126;Linda Kaminski;Female;25;Cuba;Diving;Summer;1908;0;159.4;49.7
ATH-01127;Florent Hakobyan;Male;19;Sweden;Swimming;Summer;2016;0;171.6;76.2
ATH-01128;Bogdan Patel;Male;35;Turkey;Alpine Skiing;Winter;1948;1;163.2;63.5
ATH-01129;Karen Ito;Female;40;Sweden;Biathlon;Winter;1936;0;164.9;80.3
ATH-01130;Mohammed Liu;Male;29;India;Wrestling;Summer;1904;0;185.2;129.0
ATH-01131;Patricia Grigoryan;Female;38;Egypt;Canoe/Kayak;Summer;2000;1;197.0;72.2
ATH-01132;Nisha Miller;Female;18;South Africa;Archery;Summer;2020;1;191.9;67.4
ATH-01133;Liang Lopez;Male;39;Belgium;Freestyle Skiing;Winter;1984;1;189.6;72.8
ATH-01134;Emily Kowalczyk;Female;28;Hungary;Ice Hockey;Winter;1948;0;189.9;94.0
ATH-01135;Monika Enkhtaivan;Female;30;New Zealand;Boxing;Summer;2016;1;168.2;66.0
ATH-01136;Ekaterina Makarov;Female;38;Netherlands;Basketball;Summer;1900;0;206.0;108.6
ATH-01137;Hassan Yang;Male;29;Belgium;Freestyle Skiing;Winter;1956;0;183.7;72.5
ATH-01138;Alina Davis;Female;27;Georgia;Triathlon;Summer;2004;0;165.9;77.0
ATH-01139;Erik Wilson;Male;18;Uzbekistan;Wrestling;Summer;2016;0;176.4;63.0
ATH-01140;Adrien Petrov;Male;18;Italy;Cycling;Summer;1906;0;168.9;55.4
ATH-01141;Hakki Rusu;Male;39;Spain;Diving;Summer;1900;1;175.5;67.7
ATH-01142;Nino Rusu;Female;41;Portugal;Boxing;Summer;2004;0;169.7;62.5
ATH-01143;Haile Chen;Male;39;Chinese Taipei;Bobsled;Winter;1994;0;182.8;97.6
ATH-01144;Ekaterina Bondarenko;Female;30;Norway;Football (Soccer);Summer;2024;0;180.9;63.2
ATH-01145;Laure Rusu;Female;42;Uzbekistan;Athletics;Summer;2008;1;173.5;76.7
ATH-01146;Camelia Alves;Female;42;Brazil;Gymnastics (Artistic);Summer;2016;0;147.3;61.7
ATH-01147;Piotr Gebremariam;Male;41;Netherlands;Basketball;Summer;1900;0;178.9;72.8
ATH-01148;Natsuki Hasanov;Male;42;Sweden;Volleyball;Summer;1908;0;170.9;77.1
ATH-01149;George Fraser-Pryce;Male;26;Hungary;Athletics;Summer;1912;0;181.2;98.7
ATH-01150;Christopher Smith;Male;25;Greece;Archery;Summer;1908;0;185.8;61.2
ATH-01151;Brian Huseynov;Male;39;North Korea;Biathlon;Winter;1972;0;174.9;78.8
ATH-01152;Mei Yoon;Female;38;Iran;Gymnastics (Artistic);Summer;2016;0;159.8;56.2
